,PLAYER_NAME,OVR,POS,PROGRAM,TEAM,HEIGHT,WEIGHT,ARCHETYPE,PRICE,QUICKSELL,QS_CURRENCY,clutch,penalty,lb_style,dl_swim,dl_spin,dl_bull,big_hitter,strips_ball,ball_in_air,high_motor,covers_ball,extra_yards,agg_catch,rac_catch,poss_catch,drops_open,sideline_catch,qb_style,tight_spiral,sense_pressure,throw_away,force_passes,SPD,STR,AGI,ACC,AWA,CTH,JMP,STA,INJ,TRK,ELU,BTK,BCV,SFA,SPM,JKM,CAR,SRR,MRR,DRR,CIT,SPC,RLS,THP,SAC,MAC,DAC,RUN,TUP,BSK,PAC,RBK,RBP,RBF,PBK,PBP,PBF,LBK,IBL,TAK,POW,PMV,FMV,BSH,PUR,PRC,MCV,ZCV,PRS,KPW,KAC,RET
52,Casey Hayward Jr,96,CB,Team of the Year,Los Angeles Chargers,"5' 11""",192,Man-to-Man (CB),339000,"34,900",Training,Yes,N/A,Balanced,N/A,N/A,N/A,No,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91,71,94,93,96,78,89,97,89,15,57,50,63,31,56,63,45,10,10,10,59,65,10,21,10,10,10,10,10,10,10,25,25,25,25,25,25,10,52,66,50,38,45,55,71,96,97,94,94,12,14,34
53,Corey Dillon,95,HB,Legends,Cincinnati Bengals,"6' 1""",225,Powerback (HB),247000,"25,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Big Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,91,86,90,92,93,66,84,94,93,89,90,94,93,95,88,90,94,58,53,47,59,55,53,34,25,20,15,22,15,49,15,52,52,41,61,54,45,47,60,31,29,10,10,20,26,15,19,28,20,22,15,36
54,Randy Moss,95,WR,NFL 100,Minnesota Vikings,"6' 4""",210,Deep Threat (WR),360000,"25,200",Training,Yes,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Always,N/A,Yes,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,94,54,92,93,90,93,95,90,92,46,83,78,89,69,80,85,80,89,88,95,90,95,90,50,35,31,26,30,25,42,6,39,37,40,36,32,33,36,40,30,15,10,10,40,40,29,13,27,15,19,15,87
55,Bobby Wagner,95,MLB,Legends,Seattle Seahawks,"6' 0""",245,Field General (MLB),376000,"25,200",Training,Yes,Disciplined,Cover Lb,N/A,N/A,N/A,Yes,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,81,85,89,95,70,92,97,98,31,28,13,38,43,14,32,51,10,10,10,17,17,10,16,10,10,10,10,10,10,10,35,35,35,35,35,35,18,89,95,95,63,52,86,95,95,70,82,39,10,10,15
56,Ahman Green,94,HB,Legends,Green Bay Packers,"6' 0""",218,Powerback (HB),228000,"18,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Medium Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,93,84,91,93,90,75,90,92,88,93,86,92,92,91,77,89,89,74,63,57,69,66,70,35,35,30,20,27,20,38,15,55,52,51,61,53,54,49,59,32,20,10,10,32,28,15,21,24,20,28,16,41
57,Tre'Davious White,96,CB,Team of the Year,Buffalo Bills,"5' 11""",192,Man-to-Man (CB),345000,"34,900",Training,No,N/A,Balanced,N/A,N/A,N/A,No,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94,77,93,95,95,74,83,97,92,18,72,63,71,33,64,72,55,25,15,10,56,75,22,27,18,12,10,21,20,30,10,15,25,25,15,25,25,10,59,73,68,30,38,56,81,95,94,93,96,12,10,90
58,Julio Jones,95,WR,Ghosts of Madden - Present,Atlanta Falcons,"6' 3""",220,Physical (WR),345000,"25,200",Training,Yes,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,No,No,Yes,N/A,N/A,N/A,N/A,N/A,92,78,94,91,90,92,96,93,86,73,84,83,93,81,78,86,71,95,94,91,93,93,94,36,10,10,10,10,12,12,10,50,35,33,47,35,36,37,57,34,46,10,10,35,39,10,10,17,10,15,10,64
59,Kordell Stewart,95,HB,Out of Position,Pittsburgh Steelers,"6' 1""",218,Elusive Back (HB),344000,"250,000",Coins,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,92,69,93,94,90,79,91,92,88,71,94,90,88,78,88,94,92,79,76,81,82,84,77,93,85,77,82,88,80,89,83,39,38,32,28,24,20,20,31,42,39,10,10,38,46,33,35,41,29,77,69,61
60,Tremaine Edmunds,95,MLB,NFL Playoffs,Buffalo Bills,"6' 5""",250,Run Stopper (MLB),256000,"25,200",Training,No,Normal,Balanced,N/A,N/A,N/A,No,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,78,88,88,91,55,84,89,94,18,27,19,30,29,33,39,38,10,10,10,39,51,10,10,10,10,10,10,10,10,10,35,35,35,35,35,35,10,86,96,94,65,77,93,97,91,62,72,38,10,10,19
61,Chris Johnson,94,HB,Blitz,Tennessee Titans,"5' 11""",203,Elusive Back (HB),311000,"18,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,94,68,93,94,86,72,84,92,87,46,93,88,89,64,85,92,89,74,61,55,70,69,68,30,35,30,20,15,14,18,15,32,27,27,50,33,36,34,32,22,20,10,10,11,40,20,15,20,20,25,25,63
62,Chandler Jones,96,ROLB,Team of the Year,Arizona Cardinals,"6' 5""",265,Power Rusher (OLB),337000,"34,900",Training,No,Disciplined,N/A,N/A,N/A,N/A,No,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,85,84,89,96,48,89,97,87,25,15,10,10,35,25,30,37,10,10,10,19,24,10,11,10,10,10,10,10,10,10,35,35,35,35,35,35,16,92,95,88,95,83,84,93,96,50,55,30,15,10,17
63,Brandon Brooks,95,RG,NFL Playoffs,Philadelphia Eagles,"6' 5""",335,Pass Protector (OG),280000,"25,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,96,69,83,90,25,82,81,87,20,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,89,88,91,93,94,92,77,92,30,15,10,10,20,11,10,10,10,10,12,10,10
64,Walter Payton,95,HB,Zero Chill,Chicago Bears,"5' 10""",200,Elusive Back (HB),347000,"25,200",Training,Yes,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Big Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,,83,94,93,91,75,92,96,94,92,91,95,89,93,89,92,91,73,67,74,73,72,75,66,59,44,51,66,65,81,33,60,54,52,66,59,60,51,59,31,15,30,21,31,10,11,12,12,15,38,36,81
65,Demaryius Thomas,95,WR,Legends,Denver Broncos,"6' 3""",229,Physical (WR),305000,"25,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,91,76,90,90,96,92,92,91,90,78,69,75,92,90,83,89,81,92,90,89,95,96,94,54,34,25,18,29,16,12,18,59,41,38,46,31,21,46,66,12,10,10,10,35,37,10,10,12,10,10,12,62
66,Deacon Jones,94,RE,NFL 100,Los Angeles Rams,"6' 5""",272,Power Rusher (DE),238000,"18,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,91,80,86,93,40,74,91,94,45,30,30,40,10,10,10,65,15,15,15,34,33,15,19,5,5,5,5,20,30,5,45,45,45,45,45,45,45,90,92,92,92,86,91,93,93,28,38,33,19,17,13
67,Luke Kuechly,96,MLB,Team of the Year,Carolina Panthers,"6' 3""",238,Field General (MLB),344000,"34,900",Training,Yes,Disciplined,Balanced,N/A,N/A,N/A,Yes,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,84,85,91,97,77,92,98,91,44,20,10,36,39,25,35,60,10,10,10,47,42,10,16,10,10,10,10,10,10,10,35,35,35,35,35,35,18,91,95,93,63,54,88,96,97,69,82,50,12,14,15
68,Jonathan Jones,95,CB,Team of the Year,New England Patriots,"5' 10""",190,Man-to-Man (CB),266000,"25,200",Training,No,N/A,Balanced,N/A,N/A,N/A,No,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96,64,83,96,91,73,86,85,85,18,55,45,50,19,55,58,50,16,10,10,69,79,17,18,10,10,10,10,10,10,10,24,23,24,23,23,24,10,49,70,52,40,46,66,84,91,94,87,89,10,10,65
69,Sean Taylor,95,FS,Zero Chill,Washington Redskins,"6' 2""",220,Zone (FS/SS),565000,"250,000",Coins,Yes,Normal,Balanced,N/A,N/A,N/A,Yes,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93,76,93,93,89,78,92,93,90,40,70,61,90,77,84,87,76,20,20,20,67,82,45,32,5,5,5,5,12,35,5,45,45,45,45,45,45,45,72,88,95,62,69,77,92,89,81,92,76,18,12,72
70,Deshaun Watson,95,QB,NFL Playoffs,Houston Texans,"6' 2""",221,Improvisor (QB),291000,"25,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pocket,Yes,Average,Yes,Aggressive,86,63,90,90,90,28,83,98,91,51,82,80,94,60,79,84,66,15,10,10,24,22,15,92,92,90,90,92,94,97,91,17,10,10,13,15,10,25,32,24,12,10,10,12,24,10,10,10,10,15,15,10
71,Alan Page,94,DT,NFL 100,Minnesota Vikings,"6' 4""",245,Speed Rusher (DT),302000,"18,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,89,76,87,91,28,89,94,92,61,42,50,68,70,52,58,31,20,,20,12,18,12,12,6,6,6,6,10,16,6,45,45,45,45,45,45,45,88,89,89,86,91,89,92,91,39,49,48,17,13,12
72,Za'Darius Smith,96,LOLB,Team of the Year,Green Bay Packers,"6' 4""",275,Power Rusher (OLB),339000,"34,900",Training,No,Normal,N/A,N/A,N/A,N/A,Yes,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,86,74,88,96,48,81,87,91,19,10,10,10,25,10,10,35,10,10,10,22,22,10,10,10,10,10,10,10,10,10,35,35,35,35,35,35,10,84,90,92,96,79,76,95,96,49,61,17,10,11,16
73,Mecole Hardman,95,WR,Team of the Year,Kansas City Chiefs,"5' 10""",187,Deep Threat (WR),370000,"25,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,Yes,No,No,N/A,N/A,N/A,N/A,N/A,97,63,94,95,90,92,89,94,88,67,92,83,94,67,88,94,84,90,91,93,89,93,82,51,35,30,31,34,19,24,26,42,24,24,27,24,24,24,41,35,21,10,10,31,41,28,36,31,31,34,23,97
74,Mel Blount,95,CB,Ghosts of Madden - Past,Pittsburgh Steelers,"6' 3""",205,Slot (CB),281000,"25,200",Training,Yes,Disciplined,Balanced,N/A,N/A,N/A,Yes,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,93,77,93,92,92,50,45,45,70,42,74,75,80,40,33,24,68,68,65,38,6,6,6,6,20,26,6,45,25,25,45,25,25,25,57,73,84,52,47,61,80,93,92,91,94,36,33,60
75,Travis Kelce,95,TE,NFL Playoffs,Kansas City Chiefs,"6' 5""",260,Vertical Threat (TE),282000,"25,200",Training,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,No,No,Yes,N/A,N/A,N/A,N/A,N/A,86,80,88,89,96,93,92,91,88,78,72,76,89,82,69,83,74,90,87,81,93,93,87,55,50,45,39,37,23,32,19,71,69,70,70,69,68,64,79,35,10,10,10,30,32,10,10,10,10,25,22,15
76,Bobby Bell,94,LOLB,NFL 100,Kansas City Chiefs,"6' 4""",228,Pass Coverage (OLB),318000,"18,200",Training,No,Normal,Balanced,N/A,N/A,N/A,Yes,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,85,86,89,92,73,87,92,89,33,28,36,52,39,25,33,62,10,6,5,65,59,16,24,6,6,6,6,15,12,6,45,45,45,45,45,45,23,86,92,90,75,83,86,89,92,77,85,66,18,16,20
77,Grady Jarrett,96,DT,Team of the Year,Atlanta Falcons,"6' 0""",305,Run Stopper (DT),339000,"34,900",Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,91,73,86,96,28,83,90,86,10,10,10,10,25,10,10,30,10,10,10,18,18,10,17,10,10,10,10,10,10,10,35,35,35,35,35,35,27,94,90,90,91,74,95,91,96,23,27,15,15,15,15
78,Everson Griffen,95,RE,Team of the Year,Minnesota Vikings,"6' 3""",273,Power Rusher (DE),251000,"25,200",Training,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,88,80,87,95,31,73,85,89,13,26,16,17,22,25,17,22,10,10,10,19,19,10,10,10,10,10,10,10,10,10,35,35,35,35,35,35,10,91,93,88,95,88,89,94,95,24,29,18,10,10,17
79,Michael Strahan,95,LE,Ghosts of Madden - Past,New York Giants,"6' 5""",255,Power Rusher (DE),305000,"25,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81,92,79,88,93,45,71,91,89,10,35,35,10,10,45,10,40,15,15,15,38,36,15,28,5,5,5,5,15,15,5,45,25,25,45,25,25,25,91,91,88,96,91,92,92,93,30,45,36,19,14,14
80,Stephon Gilmore,95,CB,NFL Playoffs,New England Patriots,"6' 1""",202,Man-to-Man (CB),286000,"25,200",Training,Yes,Normal,Balanced,N/A,N/A,N/A,No,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90,61,93,93,94,73,90,95,93,12,67,57,56,20,35,65,52,10,10,10,55,67,10,13,10,10,10,10,10,10,10,25,25,25,25,25,25,10,52,59,66,56,40,50,72,94,97,90,95,20,15,66
81,Lawrence Taylor,94,ROLB,NFL 100,New York Giants,"6' 3""",237,Power Rusher (OLB),400000,"18,200",Training,Yes,Normal,Balanced,N/A,N/A,N/A,Yes,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,89,86,91,87,55,82,92,93,55,39,39,45,75,35,30,65,10,10,10,33,32,12,35,5,5,5,5,21,25,5,45,25,25,45,25,25,25,91,90,92,92,91,90,93,87,59,47,45,25,25,15
82,Calais Campbell,96,LE,Team of the Year,Jacksonville Jaguars,"6' 8""",300,Run Stopper (DE),339000,"34,900",Training,N/A,Normal,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,93,81,84,97,38,86,93,98,30,16,10,10,35,10,10,35,10,10,10,17,17,10,26,10,10,10,10,10,10,10,35,35,35,35,35,35,10,92,95,89,92,89,96,90,97,17,24,31,20,20,16
83,Danielle Hunter,95,LE,NFL Playoffs,Minnesota Vikings,"6' 5""",252,Smaller Speed Rusher (DE),278000,"25,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,82,85,90,93,34,86,86,90,34,24,14,25,18,45,30,35,10,10,10,18,18,10,10,10,10,10,10,10,10,10,35,35,35,35,35,35,10,90,88,81,80,95,89,92,93,24,41,17,10,10,17
84,Bo Jackson,95,HB,Ghosts of Madden - Past,Oakland Raiders,"6' 1""",227,Powerback (HB),350000,"25,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Medium Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,95,87,92,93,90,64,91,93,91,95,91,93,91,89,89,91,93,64,58,52,60,65,54,35,35,30,20,15,15,68,15,51,54,43,61,58,50,49,62,42,15,10,10,35,40,28,12,12,15,25,26,57
85,Ronnie Stanley,95,LT,NFL Playoffs,Baltimore Ravens,"6' 6""",320,Agile (OT),270000,"25,200",Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67,88,76,81,97,14,74,89,92,17,10,10,10,10,10,12,22,10,10,10,12,10,12,13,10,10,10,10,10,10,10,93,89,93,93,89,95,94,92,21,32,10,10,17,19,10,10,10,10,10,10,10
86,Jason Kelce,94,C,Zero Chill,Philadelphia Eagles,"6' 3""",295,Agile (C),241000,"18,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,84,74,82,96,30,71,85,89,10,14,10,10,10,10,10,30,10,10,10,10,10,10,13,10,10,10,10,10,10,10,97,94,96,87,83,90,93,89,47,45,35,25,45,48,30,15,25,10,10,12,10
87,Braden Smith,96,RT,Team of the Year,Indianapolis Colts,"6' 6""",315,Power (OT),344000,"34,900",Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67,94,63,81,95,10,82,91,92,19,10,10,10,10,10,10,19,10,10,10,10,10,10,13,10,10,10,10,10,10,10,93,94,90,93,95,92,90,92,45,52,10,10,10,17,12,10,10,10,10,10,10
88,Geno Atkins,95,DT,Team of the Year,Cincinnati Bengals,"6' 1""",300,Power Rusher (DT),270000,"25,200",Training,N/A,Disciplined,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,92,72,85,95,22,76,91,86,20,10,10,10,30,10,10,30,10,10,10,17,17,10,16,10,10,10,10,10,10,10,35,35,35,35,35,35,28,92,84,85,95,83,91,90,95,17,22,15,10,10,15
89,Vita Vea,95,HB,Out of Position,Tampa Bay Buccaneers,"6' 4""",347,Powerback (HB),341000,"25,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,84,97,86,93,83,46,83,86,93,98,69,96,89,94,54,70,92,41,38,34,42,38,40,15,10,10,10,10,10,10,10,52,52,48,45,45,45,42,91,79,87,76,52,80,81,84,13,19,12,10,10,48
90,Antwaan Randle El,95,WR,Legends,Pittsburgh Steelers,"5' 10""",185,Deep Threat (WR),365000,"250,000",Coins,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Big Hitters,N/A,No,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,92,56,95,93,94,89,88,94,93,55,94,90,94,59,91,95,84,91,89,93,90,90,91,71,63,51,56,68,66,82,37,56,41,48,42,39,40,52,45,25,15,10,10,28,39,29,16,19,15,18,13,93
91,Reggie White,94,LE,NFL 100,Philadelphia Eagles,"6' 5""",291,Power Rusher (DE),270000,"18,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,94,72,87,92,51,72,90,94,65,35,35,50,75,35,30,60,15,15,15,40,34,20,22,5,5,5,5,24,15,5,45,25,25,45,25,25,25,90,91,90,94,89,94,90,92,27,37,30,15,16,12
92,Tarik Cohen,95,HB,Team of the Year,Chicago Bears,"5' 6""",179,Elusive Back (HB),251000,"25,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,92,61,97,93,86,83,78,88,86,67,98,91,86,65,96,98,83,82,78,67,78,79,72,42,32,26,21,29,11,18,17,27,22,19,48,23,19,32,30,16,14,10,10,12,21,10,10,18,10,10,12,95
93,Zack Martin,96,RG,Team of the Year,Dallas Cowboys,"6' 4""",310,Power (OG),341000,"34,900",Training,N/A,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,93,65,81,92,22,73,93,96,14,10,10,10,10,10,10,30,10,10,10,10,10,10,20,10,10,10,10,10,10,10,96,96,94,94,95,93,93,92,18,10,10,10,17,38,21,10,10,10,10,10,10
94,Joe Montana,95,QB,NFL 100,San Francisco 49ers,"6' 2""",200,Field General (QB),283000,"25,200",Training,Yes,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Ideal,Yes,Ideal,75,55,78,82,94,55,70,93,89,34,71,67,69,38,65,74,63,20,20,20,25,35,12,90,94,94,93,89,96,74,93,34,34,34,19,19,19,34,34,33,12,10,10,35,35,20,11,19,10,18,17,10
95,Mean Joe Greene,94,DT,NFL 100,Pittsburgh Steelers,"6' 4""",275,Power Rusher (DT),320000,"18,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,93,70,82,88,48,76,91,93,51,33,39,50,41,50,55,45,15,15,15,26,17,15,14,5,5,5,5,18,39,5,45,45,45,45,45,45,45,93,90,90,91,77,94,89,88,21,37,16,21,17,10
96,Bruce Smith,95,RE,Zero Chill,Buffalo Bills,"6' 4""",262,Power Rusher (DE),268000,"25,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81,95,74,89,92,47,74,92,94,55,30,30,45,78,65,45,40,15,15,15,38,35,28,14,5,5,5,5,24,15,5,45,25,25,45,25,25,25,91,92,92,95,90,93,92,92,24,38,26,12,10,11
97,Cory Littleton,95,MLB,Team of the Year,Los Angeles Rams,"6' 3""",225,Field General (MLB),251000,"25,200",Training,No,N/A,Balanced,N/A,N/A,N/A,No,Yes,Balanced,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,77,85,91,94,63,84,92,90,28,25,21,12,18,10,36,34,10,10,10,25,45,10,10,10,10,10,10,10,10,10,35,35,35,35,35,35,10,80,94,84,64,69,82,94,94,77,86,52,12,19,17
98,Ryan Jensen,96,C,Team of the Year,Tampa Bay Buccaneers,"6' 4""",319,Pass Protector (C),341000,"34,900",Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62,92,65,76,98,25,66,83,93,22,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,91,92,91,95,91,94,96,96,38,21,10,10,26,29,10,10,10,10,10,10,10
99,Michael Irvin,94,WR,Harvest,Dallas Cowboys,"6' 2""",207,Deep Threat (WR),217000,"18,200",Training,Yes,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Big Hitters,N/A,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,92,71,92,92,89,90,93,94,90,71,88,85,87,80,84,89,77,91,88,90,92,92,91,25,19,18,17,35,20,63,15,53,54,51,34,48,44,53,53,30,15,10,12,25,19,20,18,29,15,25,30,61
100,Willie Lanier,94,MLB,NFL 100,Kansas City Chiefs,"6' 1""",245,Field General (MLB),222000,"18,200",Training,No,Disciplined,Balanced,N/A,N/A,N/A,Yes,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,86,86,87,93,73,82,91,93,52,32,32,42,44,27,43,45,10,10,10,55,56,20,30,6,6,6,6,10,32,6,45,45,45,45,45,45,83,86,91,94,63,50,94,91,93,68,80,50,20,20,12
101,Patrick Mahomes,94,QB,Ghosts of Madden - Present,Kansas City Chiefs,"6' 3""",230,Improvisor (QB),221000,"18,200",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pocket,Yes,Ideal,No,Aggressive,81,67,86,85,90,27,72,94,92,43,75,71,74,48,64,67,54,17,10,10,22,20,12,94,91,89,90,94,92,86,83,10,10,10,10,10,10,10,10,16,10,10,10,14,27,12,10,10,10,10,10,10
102,Corey Dillon,93,HB,Legends,Cincinnati Bengals,"6' 1""",225,Powerback (HB),146000,"13,100",Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Big Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,87,81,86,88,92,64,80,89,89,88,88,93,92,94,78,88,93,56,51,45,57,53,51,34,25,20,15,22,15,49,15,50,50,39,59,52,43,45,58,31,29,10,10,20,26,15,19,28,20,22,15,34
103,Charles Tillman,94,CB,Legends,Chicago Bears,"6' 2""",210,Slot (CB),230000,"18,200",Training,No,Normal,Balanced,N/A,N/A,N/A,No,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92,71,90,90,91,74,92,95,90,44,39,44,88,43,69,76,64,25,20,15,64,71,20,20,6,6,6,6,13,24,6,45,45,45,45,45,45,18,51,73,73,44,54,62,85,91,89,91,87,14,16,56
104,Anthony Munoz,94,LT,NFL 100,Cincinnati Bengals,"6' 6""",280,Pass Protector (OT),295000,"18,200",Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,91,72,80,91,37,75,95,94,20,15,15,15,30,10,14,40,20,20,20,25,35,15,30,6,6,6,6,20,15,6,92,91,92,94,92,92,90,90,35,20,10,10,20,29,15,12,15,10,21,20,10
