,OVR,WEIGHT,PRICE,SPD,AGI,ACC,AWA,CTH,STA,TRK,ELU,BTK,SFA,SPM,JKM,CAR,SPC,RLS,THP,SAC,MAC,DAC,RUN,BSK,PAC,RBK,RBF,PBK,PBP,PBF,LBK,IBL,POW,PMV,FMV,BSH,PUR,PRC,MCV,ZCV,KPW,KAC,RET,OVR_SquareRooted,POS_C,POS_CB,POS_DT,POS_FB,POS_FS,POS_HB,POS_K,POS_LE,POS_LG,POS_LOLB,POS_LT,POS_MLB,POS_P,POS_QB,POS_RE,POS_RG,POS_ROLB,POS_RT,POS_SS,POS_TE,POS_WR,PROGRAM_Blitz,PROGRAM_Core Elite,PROGRAM_Core Gold,PROGRAM_Core Rookie,PROGRAM_Core Silver,PROGRAM_Flashbacks,PROGRAM_Football Outsiders,PROGRAM_Gauntlet I,PROGRAM_Gauntlet II,PROGRAM_Ghosts of Madden - Future,PROGRAM_Ghosts of Madden - Past,PROGRAM_Ghosts of Madden - Present,PROGRAM_Harvest,PROGRAM_Heavyweights,PROGRAM_Journey,PROGRAM_Legends,PROGRAM_M20 Pre-Order,PROGRAM_M20 Tribute,PROGRAM_MUT Captains,PROGRAM_MUT Heroes,PROGRAM_MUT Superstars,PROGRAM_Madden Ultimate Team 10,PROGRAM_Master,PROGRAM_Most Feared,PROGRAM_NFL 100,PROGRAM_NFL Epics,PROGRAM_NFL Playoffs,PROGRAM_Out of Position,PROGRAM_Power Up,PROGRAM_Rookie Premiere,PROGRAM_Series Redux,PROGRAM_Signature Series,PROGRAM_Team of the Week,PROGRAM_Team of the Year,PROGRAM_Theme Builders,PROGRAM_Theme Diamonds,PROGRAM_Twitch Prime,PROGRAM_Ultimate Kickoff,PROGRAM_Ultimate Trainers,PROGRAM_Veterans,PROGRAM_Zero Chill,TEAM_Arizona Cardinals,TEAM_Atlanta Falcons,TEAM_Baltimore Ravens,TEAM_Buffalo Bills,TEAM_Carolina Panthers,TEAM_Chicago Bears,TEAM_Cincinnati Bengals,TEAM_Cleveland Browns,TEAM_Dallas Cowboys,TEAM_Denver Broncos,TEAM_Detroit Lions,TEAM_Free Agents,TEAM_Green Bay Packers,TEAM_Houston Texans,TEAM_Indianapolis Colts,TEAM_Jacksonville Jaguars,TEAM_Kansas City Chiefs,TEAM_Los Angeles Chargers,TEAM_Los Angeles Rams,TEAM_Miami Dolphins,TEAM_Minnesota Vikings,TEAM_New England Patriots,TEAM_New Orleans Saints,TEAM_New York Giants,TEAM_New York Jets,TEAM_Oakland Raiders,TEAM_Philadelphia Eagles,TEAM_Pittsburgh Steelers,TEAM_San Francisco 49ers,TEAM_Seattle Seahawks,TEAM_Tampa Bay Buccaneers,TEAM_Tennessee Titans,TEAM_Washington Redskins,ARCHETYPE_Accurate (K/P),ARCHETYPE_Agile (C),ARCHETYPE_Agile (OG),ARCHETYPE_Agile (OT),ARCHETYPE_Blocking (FB),ARCHETYPE_Blocking (TE),ARCHETYPE_Deep Threat (WR),ARCHETYPE_Elusive Back (HB),ARCHETYPE_Field General (MLB),ARCHETYPE_Field General (QB),ARCHETYPE_Hybrid (FS/SS),ARCHETYPE_Improvisor (QB),ARCHETYPE_Man-to-Man (CB),ARCHETYPE_Pass Coverage (MLB),ARCHETYPE_Pass Coverage (OLB),ARCHETYPE_Pass Protector (C),ARCHETYPE_Pass Protector (OG),ARCHETYPE_Pass Protector (OT),ARCHETYPE_Physical (WR),ARCHETYPE_Possession (TE),ARCHETYPE_Power (C),ARCHETYPE_Power (K/P),ARCHETYPE_Power (OG),ARCHETYPE_Power (OT),ARCHETYPE_Power Rusher (DE),ARCHETYPE_Power Rusher (DT),ARCHETYPE_Power Rusher (OLB),ARCHETYPE_Powerback (HB),ARCHETYPE_Receiving Back (HB),ARCHETYPE_Returner (WR),ARCHETYPE_Route Running (WR),ARCHETYPE_Run Stopper (DE),ARCHETYPE_Run Stopper (DT),ARCHETYPE_Run Stopper (MLB),ARCHETYPE_Run Stopper (OLB),ARCHETYPE_Run Support (FS/SS),ARCHETYPE_Scrambler (QB),ARCHETYPE_Slot (CB),ARCHETYPE_Slot (WR),ARCHETYPE_Smaller Speed Rusher (DE),ARCHETYPE_Speed Rusher (DT),ARCHETYPE_Speed Rusher (OLB),ARCHETYPE_Strong Arm (QB),ARCHETYPE_Utility (FB),ARCHETYPE_Vertical Threat (TE),ARCHETYPE_Zone (CB),ARCHETYPE_Zone (FS/SS),QS_CURRENCY_Coins,QS_CURRENCY_Training
23,95,265,341000,86.0,83.0,85.0,86.0,93.0,90.0,89.0,59.0,87.0,90.0,66.0,71.0,84.0,93.0,90.0,27.0,15.0,10.0,6.0,10.0,16.0,6.0,79.0,75.0,75.0,77.0,74.0,76.0,82.0,25.0,10.0,10.0,43.0,26.0,22.0,12.0,17.0,21.0,20.0,13.0,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,96,227,339000,92.0,86.0,93.0,93.0,70.0,88.0,95.0,82.0,94.0,90.0,80.0,91.0,97.0,63.0,48.0,17.0,15.0,10.0,10.0,10.0,18.0,10.0,35.0,28.0,48.0,37.0,23.0,35.0,33.0,25.0,10.0,10.0,19.0,25.0,10.0,10.0,10.0,10.0,10.0,33.0,4.564348191467836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,96,213,639000,93.0,92.0,93.0,92.0,70.0,93.0,41.0,68.0,60.0,42.0,53.0,63.0,73.0,75.0,15.0,30.0,15.0,10.0,10.0,15.0,10.0,15.0,35.0,35.0,35.0,35.0,35.0,13.0,54.0,79.0,48.0,52.0,60.0,88.0,92.0,94.0,88.0,20.0,15.0,52.0,4.564348191467836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27,95,215,257000,90.0,90.0,92.0,95.0,92.0,91.0,62.0,80.0,79.0,74.0,80.0,87.0,80.0,92.0,97.0,21.0,10.0,10.0,10.0,10.0,12.0,10.0,47.0,18.0,36.0,18.0,18.0,23.0,43.0,10.0,10.0,10.0,42.0,34.0,16.0,10.0,14.0,15.0,20.0,43.0,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,95,221,323000,85.0,85.0,88.0,94.0,28.0,92.0,56.0,65.0,62.0,41.0,51.0,59.0,61.0,11.0,10.0,92.0,96.0,91.0,91.0,92.0,77.0,91.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,10.0,10.0,10.0,12.0,21.0,10.0,10.0,10.0,50.0,39.0,10.0,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,96,330,410000,67.0,57.0,76.0,94.0,29.0,91.0,31.0,18.0,18.0,33.0,14.0,19.0,40.0,24.0,17.0,31.0,15.0,10.0,5.0,13.0,22.0,10.0,95.0,93.0,92.0,94.0,89.0,90.0,95.0,34.0,28.0,14.0,30.0,36.0,26.0,14.0,20.0,27.0,15.0,10.0,4.564348191467836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,95,252,269000,86.0,88.0,87.0,91.0,43.0,87.0,18.0,26.0,11.0,25.0,50.0,30.0,40.0,18.0,20.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,35.0,10.0,84.0,83.0,90.0,96.0,74.0,91.0,91.0,54.0,65.0,10.0,10.0,16.0,4.553876891600541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,96,242,528000,91.0,91.0,91.0,93.0,63.0,95.0,30.0,28.0,39.0,60.0,30.0,35.0,66.0,47.0,15.0,30.0,15.0,10.0,5.0,6.0,28.0,6.0,45.0,45.0,45.0,45.0,45.0,31.0,91.0,94.0,68.0,73.0,90.0,95.0,93.0,70.0,79.0,20.0,16.0,14.0,4.564348191467836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,95,290,410000,80.0,75.0,89.0,91.0,31.0,92.0,55.0,40.0,40.0,65.0,35.0,33.0,65.0,21.0,15.0,16.0,5.0,5.0,5.0,5.0,15.0,5.0,45.0,25.0,45.0,25.0,25.0,25.0,86.0,87.0,90.0,95.0,91.0,94.0,91.0,31.0,41.0,31.0,18.0,12.0,4.553876891600541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,95,236,261000,91.0,90.0,90.0,92.0,82.0,92.0,72.0,83.0,83.0,85.0,84.0,79.0,78.0,81.0,89.0,35.0,15.0,10.0,6.0,10.0,44.0,6.0,50.0,46.0,33.0,38.0,29.0,30.0,69.0,87.0,48.0,52.0,70.0,89.0,92.0,80.0,94.0,14.0,11.0,46.0,4.553876891600541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35,96,192,404000,94.0,95.0,94.0,92.0,79.0,95.0,48.0,75.0,75.0,45.0,90.0,95.0,64.0,78.0,52.0,29.0,5.0,5.0,5.0,5.0,25.0,5.0,45.0,25.0,45.0,25.0,25.0,25.0,48.0,58.0,36.0,56.0,48.0,77.0,92.0,96.0,91.0,19.0,19.0,86.0,4.564348191467836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,95,215,255000,90.0,88.0,92.0,90.0,65.0,91.0,96.0,82.0,95.0,93.0,79.0,86.0,94.0,47.0,46.0,10.0,25.0,20.0,10.0,10.0,10.0,10.0,39.0,17.0,60.0,46.0,25.0,49.0,51.0,10.0,10.0,10.0,19.0,30.0,10.0,10.0,10.0,12.0,10.0,32.0,4.553876891600541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,96,205,342000,92.0,89.0,93.0,93.0,96.0,94.0,84.0,84.0,83.0,68.0,78.0,86.0,80.0,94.0,93.0,24.0,10.0,10.0,10.0,10.0,12.0,10.0,55.0,21.0,58.0,21.0,21.0,24.0,44.0,23.0,10.0,10.0,18.0,22.0,10.0,10.0,15.0,15.0,11.0,50.0,4.564348191467836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,95,289,400000,72.0,70.0,82.0,94.0,22.0,93.0,10.0,17.0,17.0,10.0,10.0,10.0,40.0,15.0,15.0,29.0,5.0,5.0,5.0,5.0,17.0,5.0,94.0,93.0,92.0,91.0,91.0,95.0,90.0,20.0,10.0,10.0,22.0,29.0,24.0,14.0,24.0,24.0,15.0,10.0,4.553876891600541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,95,288,290000,77.0,84.0,82.0,95.0,73.0,94.0,50.0,22.0,12.0,39.0,23.0,25.0,57.0,66.0,52.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,35.0,35.0,35.0,35.0,14.0,93.0,87.0,92.0,91.0,89.0,92.0,95.0,18.0,24.0,10.0,10.0,14.0,4.553876891600541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,96,224,420000,93.0,92.0,93.0,90.0,94.0,93.0,79.0,86.0,94.0,92.0,83.0,86.0,87.0,94.0,95.0,35.0,15.0,10.0,5.0,10.0,25.0,5.0,59.0,55.0,50.0,53.0,45.0,56.0,57.0,15.0,10.0,10.0,42.0,44.0,26.0,18.0,24.0,33.0,15.0,55.0,4.564348191467836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,95,195,325000,92.0,94.0,92.0,94.0,77.0,97.0,26.0,62.0,47.0,26.0,62.0,71.0,62.0,73.0,37.0,16.0,10.0,10.0,10.0,10.0,17.0,10.0,25.0,25.0,25.0,25.0,25.0,13.0,74.0,94.0,42.0,51.0,78.0,98.0,94.0,86.0,80.0,10.0,10.0,68.0,4.553876891600541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
42,96,201,344000,93.0,95.0,96.0,97.0,79.0,96.0,29.0,54.0,47.0,26.0,54.0,62.0,56.0,72.0,19.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,25.0,25.0,10.0,66.0,89.0,45.0,57.0,65.0,91.0,97.0,92.0,94.0,10.0,10.0,72.0,4.564348191467836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,95,260,257000,82.0,84.0,87.0,95.0,55.0,94.0,36.0,31.0,29.0,38.0,28.0,33.0,43.0,43.0,16.0,28.0,20.0,15.0,10.0,15.0,15.0,6.0,45.0,45.0,45.0,45.0,45.0,20.0,89.0,90.0,92.0,80.0,90.0,91.0,95.0,62.0,76.0,12.0,13.0,15.0,4.553876891600541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,95,187,295000,89.0,91.0,91.0,95.0,95.0,94.0,49.0,83.0,76.0,55.0,80.0,85.0,85.0,91.0,83.0,35.0,15.0,10.0,5.0,10.0,20.0,5.0,42.0,43.0,41.0,37.0,34.0,45.0,43.0,15.0,10.0,10.0,45.0,45.0,23.0,29.0,14.0,17.0,19.0,68.0,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,95,218,280000,90.0,92.0,93.0,97.0,94.0,97.0,71.0,70.0,73.0,80.0,82.0,85.0,83.0,95.0,90.0,17.0,10.0,10.0,10.0,10.0,12.0,10.0,57.0,42.0,43.0,38.0,41.0,51.0,71.0,10.0,10.0,10.0,30.0,32.0,20.0,10.0,10.0,10.0,10.0,23.0,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,95,223,325000,79.0,73.0,87.0,96.0,14.0,94.0,35.0,57.0,53.0,34.0,44.0,53.0,56.0,10.0,10.0,92.0,97.0,94.0,92.0,93.0,86.0,92.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0,18.0,11.0,10.0,10.0,11.0,10.0,10.0,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,96,213,390000,92.0,88.0,91.0,96.0,71.0,94.0,35.0,30.0,15.0,30.0,45.0,55.0,50.0,61.0,10.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,25.0,25.0,16.0,77.0,98.0,59.0,46.0,70.0,95.0,96.0,92.0,93.0,15.0,15.0,32.0,4.564348191467836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48,95,175,281000,93.0,91.0,94.0,94.0,93.0,95.0,44.0,89.0,80.0,52.0,79.0,90.0,70.0,90.0,87.0,26.0,15.0,10.0,5.0,10.0,20.0,5.0,34.0,34.0,31.0,30.0,31.0,34.0,33.0,15.0,10.0,10.0,16.0,15.0,21.0,23.0,26.0,19.0,21.0,56.0,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,95,200,300000,91.0,91.0,91.0,94.0,95.0,95.0,56.0,90.0,88.0,70.0,86.0,89.0,87.0,91.0,90.0,66.0,37.0,35.0,29.0,10.0,27.0,5.0,53.0,45.0,43.0,39.0,41.0,43.0,49.0,15.0,10.0,10.0,29.0,35.0,32.0,25.0,35.0,28.0,27.0,73.0,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
